2022-06-22 17:21:55,-88.82,-13.02,1.91,20.0,0.0,,1.0,2,0,17.79,23,19,10.76,13,10,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:21:55,-88.82,-13.02,1.91,20.0,0.0,,1.0,2,0,17.79,23,19,10.76,13,10,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:21:55,-88.82,-13.02,1.91,20.0,0.0,,1.0,2,0,17.79,23,19,10.76,13,10,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:24:39,-89.36,-12.68,1.91,20.0,0.0,,1.4,3,0,20.15,31,21,10.94,12,11,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:24:39,-89.36,-12.68,1.91,20.0,0.0,,1.4,3,0,20.15,31,21,10.94,12,11,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:24:39,-89.36,-12.68,1.91,20.0,0.0,,1.4,3,0,20.15,31,21,10.94,12,11,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:18:39,-89.11,-13.06,3.18,22.0,0.0,,1.33,2,1,16.95,20,19,10.69,13,12,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:18:39,-89.11,-13.06,3.18,22.0,0.0,,1.33,2,1,16.95,20,19,10.69,13,12,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:18:39,-89.11,-13.06,3.18,22.0,0.0,,1.33,2,1,16.95,20,19,10.69,13,12,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:24:39,-89.36,-12.68,1.91,20.0,0.0,,1.4,3,0,20.15,31,21,10.94,12,11,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:18:39,-89.11,-13.06,3.18,22.0,0.0,,1.33,2,1,16.95,20,19,10.69,13,12,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:21:55,-88.82,-13.02,1.91,20.0,0.0,,1.0,2,0,17.79,23,19,10.76,13,10,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:24:39,-89.36,-12.68,1.91,20.0,0.0,,1.4,3,0,20.15,31,21,10.94,12,11,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:21:55,-88.82,-13.02,1.91,20.0,0.0,,1.0,2,0,17.79,23,19,10.76,13,10,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:18:39,-89.11,-13.06,3.18,22.0,0.0,,1.33,2,1,16.95,20,19,10.69,13,12,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:24:39,-89.36,-12.68,1.91,20.0,0.0,,1.4,3,0,20.15,31,21,10.94,12,11,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:18:39,-89.11,-13.06,3.18,22.0,0.0,,1.33,2,1,16.95,20,19,10.69,13,12,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:21:55,-88.82,-13.02,1.91,20.0,0.0,,1.0,2,0,17.79,23,19,10.76,13,10,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:21:55,-88.82,-13.02,1.91,20.0,0.0,,1.0,2,0,17.79,23,19,10.76,13,10,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:24:39,-89.36,-12.68,1.91,20.0,0.0,,1.4,3,0,20.15,31,21,10.94,12,11,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
2022-06-22 17:18:39,-89.11,-13.06,3.18,22.0,0.0,,1.33,2,1,16.95,20,19,10.69,13,12,0.0,,,0.0,,,dc17c0ce2386484caddaeef72407ce86,1000000084d49210,2022-06-22 17:20:39
